City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,port saint john's,-31.6229,29.5448,295.95,87,100,5.94,ZA,1707269030
364,sarkand,45.41,79.9186,270.0,59,15,4.36,KZ,1707269071
365,guarapari,-20.6667,-40.4975,296.98,89,100,2.12,BR,1707269071
366,rikaze,29.25,88.8833,266.54,25,0,0.84,CN,1707269047
367,san martin,-33.081,-68.4681,303.45,30,2,3.35,AR,1707269073
368,murzuq,25.9155,13.9184,283.67,47,13,2.42,LY,1707269073
369,ulety,51.3572,112.4849,255.82,94,10,1.48,RU,1707269073
370,saint-philippe,-21.3585,55.7679,296.92,83,79,4.12,RE,1707269074
371,udachny,66.4167,112.4,242.84,74,96,1.89,RU,1707268840
372,bolgar,54.95,49.0667,262.55,90,100,10.33,RU,1707269075
373,ornskoldsvik,63.2909,18.7153,262.68,92,100,0.0,SE,1707269075
374,inirida,3.8653,-67.9239,297.2,93,73,0.75,CO,1707269076
375,nuku'alofa,-21.1333,-175.2,303.34,66,20,5.14,TO,1707269076
376,gangolli,13.65,74.6667,296.5,59,0,2.48,IN,1707269077
377,sao vicente,-23.9631,-46.3919,300.52,26,100,2.38,BR,1707269078
378,manicore,-5.8092,-61.3003,299.35,85,100,0.92,BR,1707269078
379,forster,-32.1667,152.5167,293.92,94,100,4.97,AU,1707269078
380,ingeniero jacobacci,-41.3427,-69.5448,292.44,56,100,9.9,AR,1707269079
381,sierra grande,-41.606,-65.3557,305.23,24,95,9.76,AR,1707269026
382,ghat,24.9647,10.1728,284.01,38,0,1.9,LY,1707269080
383,khash,28.2211,61.2158,278.64,41,0,0.25,IR,1707269081
384,bichura,50.5881,107.6022,252.95,98,43,0.77,RU,1707269081
385,gaiman,-43.2897,-65.4929,301.64,39,100,8.39,AR,1707269082
386,lompoc,34.6391,-120.4579,286.55,66,20,5.66,US,1707269007
387,akureyri,65.6835,-18.0878,271.11,74,75,1.54,IS,1707268987
388,yanchep,-31.55,115.6833,303.12,26,0,5.73,AU,1707269083
389,portstewart,55.1813,-6.714,277.91,72,100,4.13,GB,1707269084
390,djibo,14.1022,-1.6306,294.43,14,98,4.68,BF,1707269084
391,goz beida,13.95,20.55,291.07,23,90,4.27,TD,1707269085
392,mount darwin,-16.7725,31.5838,292.81,88,9,0.8,ZW,1707269085
393,mulchen,-37.7167,-72.2333,294.05,69,11,1.21,CL,1707269086
394,nizhneudinsk,54.9076,99.0276,255.87,97,61,1.24,RU,1707269055
395,hotan,37.0997,79.9269,268.42,75,8,1.37,CN,1707269087
396,bulawayo,-20.15,28.5833,294.09,54,8,2.44,ZW,1707268834
397,kish,26.5578,54.0194,291.3,48,0,3.09,IR,1707269088
398,hajnowka,52.7433,23.5812,280.82,94,100,1.79,PL,1707269088
399,lazaro cardenas,17.9583,-102.2,298.49,75,1,2.2,MX,1707269007
400,badger,64.8,-147.5333,262.49,82,75,0.0,US,1707268993
401,ban houakhoua,20.2453,100.4547,289.38,54,0,0.52,LA,1707269090
402,i-n-salah,27.1935,2.4607,287.65,22,65,3.75,DZ,1707269090
403,selkirk,50.1436,-96.8845,275.19,97,56,1.99,CA,1707269043
404,boende,-0.2167,20.8667,297.02,65,6,1.03,CD,1707269091
405,enewetak,11.3474,162.3373,299.84,81,100,6.94,MH,1707268993
406,walvis bay,-22.9575,14.5053,292.68,88,50,0.0,NA,1707269092
407,de aar,-30.6497,24.0123,295.53,29,10,3.23,ZA,1707269093
408,bujumbura,-3.3822,29.3644,294.29,86,24,1.06,BI,1707269093
409,muynoq,43.7683,59.0214,273.79,70,42,10.04,UZ,1707269094
410,qaisumah,28.3112,46.1273,282.13,53,0,2.06,SA,1707269094
411,olinda,-8.0089,-34.8553,302.0,74,40,4.12,BR,1707269095
412,polovinnoye,54.7914,65.9864,271.74,84,100,8.73,RU,1707269096
413,magadan,59.5667,150.8,254.0,75,99,3.2,RU,1707269096
414,sabancuy,18.9667,-91.1833,293.65,75,89,4.04,MX,1707269096
415,palmer,42.1584,-72.3287,273.5,72,0,0.0,US,1707268888
416,gbarnga,6.9956,-9.4722,293.39,83,0,0.95,LR,1707269097
417,durango,24.8333,-104.8333,292.02,11,98,5.58,MX,1707268886
418,preobrazheniye,42.9019,133.9064,267.39,47,0,3.02,RU,1707269098
419,cabo san lucas,22.8909,-109.9124,298.76,72,75,8.23,MX,1707269005
420,vuktyl,63.8567,57.3094,253.21,95,99,1.34,RU,1707269099
421,nemuro,43.3236,145.575,266.79,65,100,2.19,JP,1707268994
422,yuzhno-kurilsk,44.0306,145.8556,267.25,63,11,2.43,RU,1707269043
423,brookings,44.3114,-96.7984,279.36,91,0,3.09,US,1707269035
424,colachel,8.1667,77.25,295.78,79,8,2.86,IN,1707269101
425,whangarei,-35.7317,174.3239,300.81,44,2,2.49,NZ,1707269101
426,grande prairie,55.1667,-118.8027,266.25,86,100,2.06,CA,1707269082
427,kachkanar,58.7,59.4948,262.4,95,100,3.44,RU,1707269102
428,panaba,21.2833,-88.2667,292.27,67,50,3.25,MX,1707269103
429,karungdong,5.8844,121.263,300.59,72,99,1.47,PH,1707269103
430,zheleznodorozhnyy,55.7503,38.0042,265.38,100,90,0.4,RU,1707269104
431,berezovyy,51.6667,135.7,257.59,70,12,0.79,RU,1707269058
432,lundazi,-12.2929,33.1782,290.43,97,98,1.81,ZM,1707269105
433,nantucket,41.2835,-70.0995,274.25,86,75,6.17,US,1707268995
434,zaozersk,69.4005,32.4476,255.29,94,99,3.37,RU,1707269106
435,baabda,33.8339,35.5442,285.58,72,20,2.06,LB,1707269107
436,isoka,-10.1606,32.6335,289.31,94,100,1.17,ZM,1707269108
437,mandali,33.7499,45.5541,284.32,64,4,2.33,IQ,1707269108
438,arkalyk,50.2486,66.9114,274.76,84,93,11.01,KZ,1707269032
439,yulinshi,38.2906,109.7494,264.92,76,17,1.85,CN,1707269109
440,northam,51.0333,-4.2167,283.29,98,100,3.97,GB,1707269110
441,tabuk,17.4189,121.4443,297.37,73,0,2.65,PH,1707269110
442,ban mai,7.2041,100.5451,299.2,79,14,2.25,TH,1707269111
443,mar del plata,-38.0023,-57.5575,294.79,93,0,8.49,AR,1707269020
444,mariental,-24.6333,17.9667,299.48,32,92,5.68,NA,1707269112
445,ciudad lazaro cardenas,17.9583,-102.2,298.49,75,1,2.2,MX,1707269113
446,riyadh,24.6877,46.7219,282.23,41,0,2.09,SA,1707269017
447,muriti,-1.9833,32.9167,296.34,69,14,1.33,TZ,1707269114
448,chifeng,42.2683,118.9636,265.73,44,0,1.77,CN,1707269114
449,horta,38.5333,-28.6333,289.83,92,89,8.05,PT,1707269055
450,tikapur,28.5,81.1333,282.55,69,97,1.92,NP,1707269115
451,weno,7.4515,151.8468,302.12,70,40,4.63,FM,1707268997
452,lagos,6.5833,3.75,299.33,69,92,0.55,NG,1707268729
453,port douglas,-16.4833,145.4667,302.59,75,87,2.15,AU,1707269036
454,fort bragg,35.139,-79.006,279.9,49,0,4.12,US,1707269006
455,zarzis,33.504,11.1122,288.04,49,100,5.17,TN,1707269118
456,pariaman,-0.619,100.12,301.18,82,100,1.06,ID,1707269106
457,idri,27.5,13.2667,282.68,50,0,1.56,LY,1707269119
458,ust-tsilma,65.441,52.1498,250.16,99,99,0.45,RU,1707269022
459,constitucion,-35.3333,-72.4167,290.12,97,52,4.69,CL,1707269120
460,dindori,22.95,81.0833,285.61,86,0,1.78,IN,1707269121
461,port de pollenca,39.9075,3.0814,284.51,76,100,3.36,ES,1707269122
462,zabid,14.1951,43.3152,297.39,83,52,4.0,YE,1707269123
463,hampton bays,40.869,-72.5176,276.4,79,8,4.92,US,1707269123
464,union city,37.5958,-122.0192,287.23,68,40,6.17,US,1707269124
465,camocim,-2.9022,-40.8411,299.38,89,10,5.55,BR,1707269124
466,newman,37.3138,-121.0208,285.94,81,100,2.46,US,1707269072
467,rasshevatskaya,45.5748,41.035,280.99,80,100,9.57,RU,1707269125
468,fort st. john,56.2499,-120.8529,266.09,79,75,3.09,CA,1707269033
469,kertih,4.5141,103.4483,299.16,89,20,0.0,MY,1707269126
470,rurrenabaque,-14.4413,-67.5278,295.75,98,62,0.46,BO,1707269127
471,alindao,5.0267,21.2088,297.34,33,8,2.03,CF,1707269127
472,fortuna,40.5982,-124.1573,283.52,87,100,6.17,US,1707269029
473,san rafael del yuma,18.4299,-68.6739,299.26,78,96,6.92,DO,1707269128
474,coyhaique,-45.5752,-72.0662,284.49,76,20,4.12,CL,1707268862
475,bonthe,7.5264,-12.505,299.18,91,0,1.43,SL,1707269061
476,tocopilla,-22.092,-70.1979,296.87,77,0,0.85,CL,1707269130
477,menzelinsk,55.7271,53.1026,268.27,97,100,2.24,RU,1707269130
478,xindi,29.8167,113.4667,271.97,97,89,2.74,CN,1707269131
479,la mana,-0.9333,-79.2167,297.68,92,51,1.07,EC,1707269131
480,oral,51.2333,51.3667,264.14,86,75,18.0,KZ,1707269132
481,breckenridge,32.7557,-98.9023,290.26,42,0,3.83,US,1707269133
482,ballina,-28.8667,153.5667,301.92,81,40,8.68,AU,1707269133
483,novoishimskiy,53.1981,66.7694,272.03,79,100,9.17,KZ,1707269133
484,crateus,-5.1783,-40.6775,298.72,49,35,0.29,BR,1707269134
485,morant bay,17.8815,-76.4093,297.94,76,4,4.93,JM,1707269134
486,bad fallingbostel,52.8667,9.7,279.25,90,100,5.95,DE,1707269135
487,daru,-9.0763,143.2092,303.02,69,100,3.55,PG,1707269015
488,ust'-ordynskiy,52.805,104.7508,251.86,98,5,2.13,RU,1707269136
489,luebo,-5.35,21.4167,294.16,96,91,0.96,CD,1707269137
490,tarawa,1.419,172.984,305.2,74,75,3.09,KI,1707268843
491,pucallpa,-8.3791,-74.5539,298.17,100,40,1.03,PE,1707269137
492,hibbing,47.4272,-92.9377,273.47,93,0,0.0,US,1707269138
493,selfoss,63.9331,-20.9971,263.48,91,52,2.94,IS,1707269139
494,luba,3.4568,8.5547,299.09,80,96,1.06,GQ,1707269139
495,fort collins,40.5853,-105.0844,282.0,65,0,2.06,US,1707268500
496,ulanhot,46.0833,122.0833,259.68,59,0,2.78,CN,1707269140
497,rouissat,31.9243,5.3502,282.19,49,0,0.0,DZ,1707269140
498,puerto baquerizo moreno,-0.9,-89.6,298.82,85,18,5.05,EC,1707269002
499,nouadhibou,20.931,-17.0347,294.14,43,67,4.63,MR,1707269141
500,eksere,36.8134,31.9997,281.06,55,0,1.62,TR,1707269142
501,klaksvik,62.2266,-6.589,272.66,87,100,11.13,FO,1707269033
502,sitka,57.0531,-135.33,277.09,81,0,2.57,US,1707269011
503,afif,23.9065,42.9172,282.7,36,0,5.11,SA,1707269143
504,tidjikja,18.5564,-11.4271,294.1,11,1,6.99,MR,1707269144
505,kabompo,-13.5927,24.2008,290.61,98,95,1.35,ZM,1707269144
506,dalai,45.5,124.3,260.07,77,5,1.51,CN,1707269145
507,igarka,67.4667,86.5833,258.51,95,99,3.92,RU,1707269057
508,yoichi,43.2039,140.7703,272.57,70,100,2.18,JP,1707269146
509,bathsheba,13.2167,-59.5167,300.49,83,75,7.2,BB,1707269005
510,costa rica,-23.4167,-54.65,297.1,75,54,2.62,BR,1707269147
511,sarangani,5.4033,125.4636,300.54,76,100,4.32,PH,1707269147
512,lalsot,26.5667,76.3333,285.12,40,99,2.96,IN,1707269148
513,redencao,-4.2258,-38.7306,297.51,96,100,1.51,BR,1707269149
514,bardai,11.65,7.2333,291.25,25,92,6.11,NG,1707268998
515,luganville,-15.5333,167.1667,303.04,74,96,2.04,VU,1707269150
516,antsiranana,-12.2787,49.2917,296.72,95,100,0.14,MG,1707269150
517,dudinka,69.4058,86.1778,253.53,87,100,3.58,RU,1707269018
518,nyurba,63.2842,118.3319,243.71,100,96,0.96,RU,1707269151
519,juan griego,11.0817,-63.9655,300.03,83,41,5.03,VE,1707269152
520,semnan,35.5729,53.3971,276.2,56,0,1.11,IR,1707269152
521,da lat,11.9465,108.4419,292.97,55,88,0.25,VN,1707269153
522,paradip garh,20.3167,86.6167,295.22,94,1,3.23,IN,1707269058
523,palikir - national government center,6.9248,158.1611,304.56,66,100,5.14,FM,1707269012
524,birao,10.2849,22.7882,294.47,17,6,4.73,CF,1707269154
525,vadso,70.0744,29.7487,262.24,92,100,7.2,NO,1707269041
526,la'ie,21.6477,-157.9253,300.13,72,5,11.06,US,1707269112
527,port-vila,-17.7338,168.3219,300.93,89,75,3.09,VU,1707269156
528,lubang,13.8584,120.124,298.86,77,56,8.31,PH,1707269156
529,kristiansund,63.1115,7.732,265.51,93,9,1.54,NO,1707269157
530,oranjemund,-28.55,16.4333,291.96,88,26,1.44,NA,1707269157
531,cromwell,41.5951,-72.6454,274.21,72,0,0.0,US,1707269158
532,ketchikan,55.3422,-131.6461,276.41,81,100,2.57,US,1707268999
533,howrah,22.5892,88.3103,292.15,88,40,4.12,IN,1707269003
534,borogontsy,62.6683,131.1683,240.92,97,100,0.63,RU,1707269160
535,chiclana de la frontera,36.4192,-6.1494,285.53,85,6,1.04,ES,1707269160
536,golakganj,26.1,89.8333,286.41,77,0,1.54,IN,1707269160
537,ubari,26.5921,12.7805,283.42,46,2,2.01,LY,1707269161
538,marlin,31.3063,-96.898,289.16,55,95,2.7,US,1707269161
539,san carlos del zulia,9.0,-71.9135,299.65,87,97,2.4,VE,1707269162
540,russkiy,43.0147,131.8642,265.07,77,3,5.62,RU,1707269163
541,nanganga,-10.3833,39.15,297.27,98,78,0.91,TZ,1707269163
542,prince rupert,54.3161,-130.3201,274.98,100,100,1.03,CA,1707269164
543,santa cruz,-17.8,-63.1667,298.85,83,40,1.54,BO,1707269006
544,ca mau,9.1769,105.15,300.01,75,100,3.0,VN,1707269165
545,tommot,58.9564,126.2925,261.92,95,100,3.07,RU,1707269165
546,dhidhdhoo,6.8833,73.1,300.51,69,95,3.69,MV,1707269166
547,nuuk,64.1835,-51.7216,266.49,68,100,14.4,GL,1707269028
548,gaigeturi,33.4644,126.3183,279.18,61,75,2.57,KR,1707269166
549,bouarfa,32.53,-1.95,279.03,40,0,1.24,MA,1707269167
550,kirakira,-10.4544,161.9205,302.94,73,80,4.87,SB,1707269167
551,lijiang,26.8688,100.2207,274.15,88,53,1.8,CN,1707269168
552,karor,31.2274,70.9492,284.85,81,100,2.21,PK,1707269168
553,kruisfontein,-34.0033,24.7314,294.75,85,6,4.53,ZA,1707269028
554,lucapa,-8.4192,20.7447,290.82,98,86,1.14,AO,1707269169
555,arkhangel'sk,64.5401,40.5433,248.22,75,40,0.0,RU,1707269170
556,deschutes river woods,43.9915,-121.3584,277.16,79,100,0.0,US,1707269171
557,port moresby,-9.4431,147.1797,303.83,70,40,5.14,PG,1707269171
558,port augusta,-32.5,137.7667,297.26,29,0,5.19,AU,1707269005
